image_id,x,y,w,h
7184,2069,1328,180,181
7184,1659,1629,180,181
7184,3123,1049,179,180
7184,2972,654,180,180
7184,3135,930,180,180
7184,3081,953,180,180
7184,2264,1431,179,180
7184,2694,1212,181,179
7184,2702,301,180,180
2211,2789,1767,180,181
2211,1562,811,179,180
2211,1829,1670,180,180
2211,3052,1332,179,179
2211,1918,386,180,180
2211,2541,1734,180,180
2211,1523,1071,179,179
2211,1535,1355,180,180
2211,2489,1884,179,180
2211,2715,1490,180,180
6723,2077,1377,180,180
6723,3164,1006,180,180
6723,3131,933,180,180
6723,1916,409,180,180
6723,3052,992,180,180
6723,2921,334,180,180
6723,2902,1048,180,180
6723,2262,1422,179,180
6723,2612,1128,180,180
4090,2733,1783,180,179
4090,1910,1682,180,180
4090,1704,1292,181,179
4090,3150,1275,180,179
4090,1829,1670,180,180
4090,1970,336,179,179
4090,2890,494,179,181
4090,1465,1121,180,180
4090,2342,1464,179,179
4090,2877,1689,180,179
5463,2617,1473,180,179
5463,1764,719,179,179
5463,1829,1670,180,180
5463,3055,1332,179,180
5463,1667,1374,180,180
5463,1665,938,179,180
5463,2437,1874,179,180
5463,2273,1229,180,179
5463,2400,133,179,180
5483,2033,868,180,180
5483,2670,1569,181,180
5483,1830,1670,179,180
5483,3054,1332,180,179
5483,2193,239,180,179
5483,1676,1364,181,180
5483,1665,938,179,180
5483,2056,997,180,180
5483,2436,1874,180,180
5483,2548,1507,181,180
7470,1736,404,180,180
7470,2002,1334,179,179
7470,3184,1071,179,180
7470,2930,602,180,180
7470,3137,930,180,180
7470,3093,933,180,180
7470,2631,252,180,180
7470,2264,1432,179,179
7470,2724,1231,181,179
7470,2545,168,181,180
690,1545,227,179,179
690,697,215,180,179
690,732,133,180,180
690,1899,680,179,180
690,3952,1156,144,181
690,2335,690,178,179
690,1827,805,179,180
690,683,475,179,180
690,2774,1140,180,180
690,542,525,180,181
690,2188,780,180,180
690,2257,766,179,180
690,626,276,179,179
6077,2081,1408,179,180
6077,3178,999,181,180
6077,3129,929,179,179
6077,2187,322,178,179
6077,3070,805,179,180
6077,2941,333,180,180
6077,2261,1423,180,180
6894,2066,1349,180,180
6894,3192,1094,179,179
6894,3129,933,180,180
6894,1947,403,179,180
6894,3024,873,181,180
6894,2849,487,180,181
6894,2882,342,180,180
6894,2883,978,180,180
6894,2262,1422,179,180
6894,2628,1123,181,180
4014,1904,1553,179,180
4014,2877,1687,180,180
4014,1823,1766,179,180
4014,1830,1674,180,180
4014,3076,539,180,181
4014,1792,558,179,180
4014,1553,1027,180,179
4014,2808,684,180,180
4014,2198,1755,180,180
6813,2081,1370,180,180
6813,3188,1089,180,179
6813,3130,934,181,180
6813,1937,425,181,180
6813,3053,986,180,180
6813,2835,496,180,181
6813,2922,334,180,180
6813,2908,1038,180,179
6813,2262,1422,179,179
6813,2613,1128,180,180
4320,3018,1568,179,179
4320,1829,1671,179,180
4320,2925,1637,180,180
4320,1671,1500,181,181
4320,1904,818,180,180
4320,2692,1660,180,179
4320,1461,1346,179,180
4320,2681,1826,180,181
4320,2614,1537,180,179
7297,2042,1321,180,180
7297,3122,955,179,180
7297,3122,1061,180,180
7297,2956,592,180,179
7297,1863,450,181,181
7297,3198,804,179,179
7297,2264,1432,179,179
7297,2685,1203,180,180
7297,2621,243,179,181
4568,3052,1491,179,179
4568,2917,1645,180,181
4568,1829,1670,179,180
4568,3137,1453,179,180
4568,2303,676,179,179
4568,2741,1739,179,179
4568,1524,931,180,179
4568,2682,1145,180,180
4568,1547,1383,180,180
4568,2626,1834,181,180
5478,2016,823,180,180
5478,2535,1475,180,179
5478,1829,1670,180,180
5478,3055,1332,179,180
5478,1676,1363,180,180
5478,1664,938,180,180
5478,2083,1082,179,180
5478,2437,1874,179,179
5478,2313,151,180,180
4951,2668,1808,179,179
4951,1715,897,180,180
4951,1936,1805,179,180
4951,1822,1371,179,180
4951,3028,1348,180,180
4951,1828,1671,180,180
4951,1577,1159,180,181
4951,3157,806,180,179
4951,2146,1819,179,180
4951,2133,1459,180,180
7421,1772,410,179,180
7421,2001,1335,180,180
7421,3172,1052,179,180
7421,3135,930,180,180
7421,2141,306,180,180
7421,3102,983,179,179
7421,2941,602,180,179
7421,2263,1432,180,179
7421,2725,1231,181,180
7421,2596,234,180,180
6603,1550,536,179,180
6603,2077,1379,180,180
6603,3095,1116,179,179
6603,3104,977,180,180
6603,2943,330,179,179
6603,3135,933,181,180
6603,2994,1054,179,180
6603,2261,1422,180,180
6603,2600,1129,180,180
6142,2098,1405,180,180
6142,3146,1043,180,180
6142,3009,716,180,181
6142,3128,930,180,179
6142,2169,332,179,179
6142,3059,807,180,180
6142,2942,333,179,180
6142,2261,1423,180,179
6142,2597,1117,180,180
6156,2098,1405,179,180
6156,3130,930,180,179
6156,3142,1036,180,180
6156,3013,781,180,180
6156,3089,827,180,179
6156,2128,333,180,179
6156,2941,332,180,180
6156,2261,1423,180,180
6156,2597,1118,180,179
2069,1942,721,180,180
2069,2668,1807,180,180
2069,1680,1118,181,181
2069,1830,1671,179,180
2069,3034,1350,180,180
2069,1656,1517,181,180
2069,1565,1182,180,180
2069,1477,1297,180,180
2069,1951,998,180,179
2342,2657,1795,180,180
2342,1618,754,178,179
2342,1829,1671,180,179
2342,3052,1332,179,179
2342,1984,217,179,180
2342,1667,1374,180,180
2342,1669,918,180,180
2342,2222,1479,179,180
2342,2782,1572,180,180
2342,2436,1874,180,179
828,1329,232,179,180
828,902,136,180,180
828,2936,1230,180,179
828,2344,695,179,179
828,3386,-1,179,92
828,1427,810,180,180
828,2187,788,180,180
828,669,271,178,179
828,484,207,181,180
828,407,629,178,180
828,2215,763,179,180
828,2281,768,180,180
2261,2698,1737,179,180
2261,1526,824,179,180
2261,1829,1670,179,180
2261,3052,1332,179,179
2261,1929,378,180,179
2261,1612,924,180,180
2261,2717,1564,180,179
2261,1596,1370,179,180
2261,2454,1853,179,180
7226,2069,1327,180,180
7226,3123,1057,180,180
7226,2973,656,180,179
7226,3137,931,179,179
7226,1978,424,180,180
7226,3102,929,180,180
7226,1866,213,180,180
7226,2264,1432,180,179
7226,2685,1205,179,179
7226,2702,301,179,179
4191,2995,1523,180,180
4191,2795,1818,180,181
4191,1828,1669,180,180
4191,2200,125,179,179
4191,2775,399,180,181
4191,1461,1085,179,180
4191,2915,1639,179,180
4191,2099,1022,180,180
4191,2027,1869,179,179
4340,3018,1571,180,179
4340,2682,1827,180,180
4340,1828,1670,180,180
4340,2924,1618,180,180
4340,2740,1580,179,179
4340,1782,844,179,180
4340,2706,1652,179,180
4340,1553,1407,179,179
4340,1626,1616,179,180
4340,2222,1805,180,181
5462,2615,1476,180,179
5462,1764,718,179,180
5462,1829,1670,180,180
5462,3054,1332,180,180
5462,1667,1374,180,180
5462,1664,938,180,180
5462,2437,1874,179,180
5462,2289,1238,180,179
5462,2399,133,180,180
4214,2783,1787,181,180
4214,1828,1669,180,180
4214,2982,1586,180,180
4214,3050,1494,179,180
4214,2405,1812,180,180
4214,2642,393,180,180
4214,2101,1021,179,180
4214,1461,1214,179,179
4214,2536,1867,181,181
4214,2628,156,179,179
6238,2099,1404,180,179
6238,3110,817,180,179
6238,3083,1093,179,180
6238,3136,935,180,180
6238,1876,515,180,180
6238,2988,988,180,179
6238,2941,332,180,179
6238,2261,1422,180,180
4145,2877,1688,180,180
4145,1823,1065,179,179
4145,3150,1274,180,180
4145,1461,1084,179,179
4145,1828,1669,180,180
4145,2980,465,180,181
4145,2140,1103,179,180
4145,1985,1833,179,179
4145,2726,246,180,180
6777,2082,1371,179,180
6777,3132,933,181,180
6777,3200,976,179,179
6777,1932,411,180,180
6777,3092,978,179,179
6777,2922,334,179,180
6777,2907,1037,180,180
6777,2262,1422,179,180
6777,2612,1128,180,180
6089,2081,1408,180,180
6089,3169,1021,180,180
6089,3128,927,179,180
6089,2187,323,179,179
6089,3069,809,180,180
6089,2941,333,180,180
6089,2261,1423,180,179
4062,1915,1158,180,180
4062,1730,320,179,179
4062,2877,1688,180,180
4062,1828,1670,180,180
4062,3149,1277,180,179
4062,1817,1275,179,180
4062,3043,580,179,179
4062,2520,1827,180,180
4062,2358,1483,179,180
6003,2080,1408,180,180
6003,3146,811,180,179
6003,3130,1095,179,179
6003,3210,894,180,179
6003,2263,309,179,179
6003,3128,930,180,180
6003,2941,333,180,180
6003,2261,1423,179,180
6003,2588,1098,180,180
4367,1616,514,179,180
4367,2060,1835,181,181
4367,3016,1574,179,180
4367,2682,1826,180,180
4367,1966,1846,179,179
4367,2883,1643,179,180
4367,1828,1670,180,180
4367,2697,1644,180,180
4367,1531,1397,181,180
7086,2074,1346,180,180
7086,3098,1024,179,179
7086,3196,1067,179,180
7086,2973,838,181,180
7086,3130,934,180,180
7086,2094,492,180,180
7086,2755,319,179,179
7086,2261,1422,180,180
7086,2649,170,180,179
4261,2986,1455,179,180
4261,1828,1669,180,180
4261,2966,1584,180,181
4261,3168,1258,181,181
4261,1433,764,180,180
4261,2874,1535,180,179
4261,1441,1193,180,179
4261,2030,963,179,179
4261,2654,1824,180,179
808,1481,302,179,179
808,643,68,179,180
808,2489,596,179,179
808,2186,780,179,179
808,1701,1002,181,179
808,667,270,179,179
808,2675,422,181,180
808,424,68,180,180
808,2421,789,180,180
808,453,600,179,179
808,1340,1174,180,180
808,1250,51,179,179
808,2295,769,179,179
6634,1746,443,180,180
6634,2077,1379,180,180
6634,3134,933,180,180
6634,3026,1097,180,179
6634,3131,991,180,180
6634,2915,1067,179,180
6634,2942,330,180,179
6634,2262,1422,179,180
6634,2598,1129,181,180
2470,1883,754,179,180
2470,2537,1473,179,180
2470,1829,1670,180,180
2470,3054,1332,179,180
2470,1676,1363,180,180
2470,1664,939,180,179
2470,2107,1185,182,181
2470,2437,1874,180,180
2470,2399,133,180,180
4830,1623,759,179,180
4830,2683,1792,179,179
4830,2008,1823,179,180
4830,3002,1350,180,180
4830,1828,1670,180,180
4830,2771,1605,179,181
4830,1467,1307,180,180
4830,2363,1857,181,180
4830,2645,1371,180,180
7434,1785,392,179,180
7434,2002,1335,179,179
7434,3186,1062,179,180
7434,3137,929,181,180
7434,3107,968,180,179
7434,2941,602,180,180
7434,2390,255,180,181
7434,2263,1432,180,179
7434,2724,1231,181,180
7434,2481,238,180,180
4612,2900,1697,180,180
4612,1828,1670,180,180
4612,3043,1490,180,180
4612,2872,1344,179,179
4612,2732,1748,179,180
4612,1640,1382,179,180
4612,1525,930,180,180
4612,3076,669,180,180
4612,2627,1834,181,180
4612,2696,282,179,180
505,1770,470,180,180
505,1527,282,179,180
505,882,65,180,179
505,554,353,180,179
505,1693,671,180,180
505,1085,312,180,179
505,1148,292,179,179
505,610,496,179,180
505,1363,174,179,179
505,2247,807,179,180
505,3091,606,179,179
505,2171,785,180,180
2442,2617,1359,180,180
2442,1668,770,179,179
2442,1829,1670,180,180
2442,3054,1332,180,180
2442,2573,1745,180,180
2442,1667,1375,180,180
2442,1666,915,179,180
2442,2436,1874,180,180
2442,2420,244,180,180
762,2168,716,180,180
762,2189,777,179,180
762,661,271,179,179
762,1575,508,180,180
762,2400,650,179,180
762,2430,711,180,179
762,1096,286,179,180
762,1598,779,179,179
762,780,1246,180,180
762,837,356,179,180
762,2537,585,181,179
762,520,0,179,162
762,433,624,179,180
762,2394,852,180,179
762,2284,779,179,180
2168,2037,1497,180,180
2168,2668,1807,180,180
2168,1537,1087,179,179
2168,1829,1670,180,180
2168,3052,1332,180,180
2168,1534,1356,179,180
2168,2834,1370,180,180
2168,2624,294,179,179
2103,1784,1483,179,180
2103,2668,1807,180,180
2103,1729,829,179,179
2103,1830,1671,179,180
2103,3034,1350,180,179
2103,2103,433,181,180
2103,1566,1057,179,179
2103,1529,1308,180,181
2103,2215,1198,179,180
2103,3192,864,180,179
6225,2099,1404,179,180
6225,3104,818,180,180
6225,3065,1061,180,181
6225,3135,934,179,180
6225,1987,316,179,179
6225,2980,957,180,180
6225,2941,332,180,180
6225,2261,1422,180,180
5292,2659,1795,180,179
5292,1829,1670,180,180
5292,3051,1332,180,179
5292,1977,265,180,180
5292,1671,920,180,180
5292,2798,1591,180,180
5292,1596,1370,179,180
5292,2436,1877,179,180
2277,2689,1737,180,180
2277,1829,1670,179,180
2277,3052,1332,179,179
2277,1935,382,180,180
2277,1676,919,180,180
2277,1596,1370,179,180
2277,2435,1879,179,179
2277,2685,1607,179,180
5229,2789,1767,180,181
5229,1441,872,179,180
5229,1829,1670,180,180
5229,3051,1331,179,180
5229,1916,387,179,180
5229,2536,1717,180,180
5229,1540,964,180,179
5229,1535,1354,180,180
5229,2487,1885,179,180
5229,2767,1460,180,180
5103,1784,1483,179,180
5103,2668,1807,180,180
5103,1729,829,179,179
5103,1830,1671,179,180
5103,3034,1350,180,179
5103,2103,433,181,180
5103,1566,1057,179,179
5103,1529,1308,180,181
5103,2215,1198,179,180
5103,3192,864,180,179
896,2128,762,180,179
896,670,269,179,179
896,557,373,179,180
896,3203,1333,180,180
896,3003,308,179,179
896,1494,460,179,180
896,977,345,179,180
896,554,239,180,180
896,410,1339,177,179
896,1202,1150,181,179
896,1298,181,179,180
896,515,1259,180,180
896,2297,764,180,179
6042,2081,1408,180,180
6042,3044,697,180,181
6042,3131,931,180,180
6042,3177,1003,181,180
6042,3114,859,179,179
6042,2190,323,178,179
6042,3111,858,180,179
6042,2942,334,179,180
6042,2261,1423,180,180
6042,2589,1098,179,179
2052,2668,1807,180,180
2052,1676,848,180,180
2052,1830,1671,180,179
2052,3034,1350,180,179
2052,1654,1523,181,180
2052,1968,296,179,180
2052,1610,1156,180,179
2052,1789,1167,180,179
2052,1465,1289,180,180
2052,1923,858,181,180
2314,2073,1364,180,180
2314,2657,1796,180,179
2314,1590,811,179,179
2314,1830,1670,179,180
2314,3052,1332,179,180
2314,1955,300,179,179
2314,1648,903,180,180
2314,2794,1584,180,181
2314,1602,1369,179,180
2314,2436,1875,180,180
6460,2071,1399,180,180
6460,3084,1097,181,180
6460,3134,935,179,180
6460,3038,900,181,180
6460,2942,331,179,180
6460,1638,788,180,180
6460,2961,1050,180,180
6460,2261,1423,180,179
7427,1772,410,179,180
7427,2002,1335,179,180
7427,3163,1058,180,179
7427,3136,930,180,180
7427,2205,413,180,179
7427,3102,982,179,179
7427,2941,602,180,180
7427,2263,1432,180,179
7427,2725,1231,181,179
7427,2569,245,181,180
6377,2071,1399,180,180
6377,3094,851,180,179
6377,3187,1044,179,180
6377,3135,935,180,180
6377,2942,332,180,180
6377,2970,1016,180,180
6377,2262,1422,179,180
755,2138,745,179,180
755,1579,508,179,180
755,996,190,179,180
755,663,273,179,179
755,2552,463,182,180
755,2505,547,179,179
755,727,1221,179,179
755,1830,816,179,180
755,907,363,180,179
755,521,0,179,162
755,436,626,179,180
755,2283,783,180,180
755,2187,776,179,180
925,1453,342,180,180
925,800,264,179,180
925,671,269,180,180
925,2343,745,179,180
925,3295,61,178,180
925,548,381,179,179
925,1461,773,180,180
925,637,1359,179,180
925,514,1246,180,180
925,2082,782,180,180
925,733,449,179,179
925,2232,750,179,179
925,2307,760,179,179
7333,2042,1323,180,180
7333,3099,1078,179,180
7333,3154,1282,180,180
7333,1836,458,180,180
7333,3096,1008,180,179
7333,2955,596,180,179
7333,3136,931,180,180
7333,2264,1431,180,179
7333,2722,1188,181,180
7333,2623,242,180,180
6442,2071,1399,180,180
6442,3086,909,180,179
6442,3091,1070,179,180
6442,3137,935,179,180
6442,2941,331,180,180
6442,1637,781,180,180
6442,2974,1020,180,180
6442,2261,1423,180,179
2230,2789,1767,180,181
2230,1436,879,180,180
2230,1829,1670,180,180
2230,3051,1331,179,180
2230,1917,387,180,180
2230,2536,1717,180,180
2230,1532,969,180,180
2230,1535,1354,180,180
2230,2487,1885,179,180
2230,2768,1460,179,180
500,1925,515,180,180
500,984,48,180,178
500,557,333,180,180
500,3703,1318,181,179
500,1676,285,180,179
500,3028,482,180,180
500,1656,677,180,180
500,2170,788,180,181
500,1133,284,180,179
500,1063,248,180,180
500,1298,167,179,179
500,2235,752,179,180
500,2272,772,179,179
6794,2082,1371,179,179
6794,3207,1045,180,180
6794,3131,934,181,180
6794,1933,410,180,180
6794,3065,974,180,180
6794,2922,334,180,180
6794,2908,1038,180,180
6794,2262,1422,179,180
6794,2612,1128,180,180
7095,2074,1346,180,180
7095,3076,1013,180,179
7095,3196,1070,180,180
7095,2974,838,181,180
7095,3131,934,180,180
7095,2091,495,180,180
7095,2696,302,179,179
7095,2734,184,180,179
7095,2261,1422,180,180
7175,2064,1325,180,180
7175,3131,1052,180,180
7175,2973,654,179,179
7175,3133,930,180,180
7175,3075,965,180,180
7175,2263,1431,180,179
7175,2119,1877,179,179
7175,2695,1214,180,179
7175,2703,300,179,180
2332,2657,1795,180,180
2332,1617,754,178,180
2332,1829,1671,180,179
2332,3052,1332,179,179
2332,1988,265,180,180
2332,1669,918,180,179
2332,2783,1572,180,180
2332,1683,1345,180,180
2332,2436,1874,180,180
6308,2079,1394,180,180
6308,3093,821,180,180
6308,3183,1039,180,180
6308,3135,935,180,180
6308,2941,332,180,180
6308,1622,725,179,180
6308,2967,1017,181,180
6308,2261,1422,180,180
6308,2597,1119,180,180
4415,1665,443,181,180
4415,2148,1707,179,180
4415,2668,1735,180,180
4415,3012,1575,180,179
4415,2625,1792,179,179
4415,1920,1721,180,180
4415,2945,1618,179,179
4415,1828,1671,180,180
4415,1548,1383,180,180
7303,2042,1322,180,180
7303,3122,1062,179,179
7303,3221,864,180,179
7303,1851,450,180,180
7303,3120,960,180,179
7303,2955,594,180,180
7303,2264,1432,179,179
7303,2685,1204,180,179
7303,2620,243,180,180
4696,2854,1709,180,180
4696,1829,1670,179,180
4696,3053,1424,180,180
4696,3048,1248,179,180
4696,1827,244,180,180
4696,1637,1399,180,179
4696,1523,930,179,180
4696,2383,1231,180,179
4696,2664,1295,180,179
4696,2618,1856,180,180
809,2233,745,180,180
809,1478,296,179,179
809,615,78,179,180
809,2457,641,180,179
809,2185,780,179,180
809,667,271,178,179
809,2685,414,180,180
809,424,74,180,181
809,2442,791,180,180
809,455,600,179,179
809,1336,1141,179,180
809,1224,28,179,178
809,1734,1051,179,179
809,2292,767,180,180
7369,2019,1346,179,179
7369,3083,1083,179,179
7369,3134,931,180,180
7369,1868,453,181,180
7369,3101,1001,180,180
7369,2942,601,179,179
7369,1558,1536,180,179
7369,2264,1432,179,180
7369,2726,1232,180,180
7369,2623,243,180,181
4355,1688,740,180,180
4355,3016,1568,180,180
4355,2682,1825,180,181
4355,1875,1816,180,179
4355,2892,1639,180,180
4355,1829,1671,179,180
4355,2692,1643,179,179
4355,1531,1397,180,180
4355,2131,1841,180,180
4355,2504,1652,179,180
6979,2182,276,180,180
6979,3188,1050,180,180
6979,3131,934,180,180
6979,2056,378,179,179
6979,3008,884,181,179
6979,2791,372,180,181
6979,2907,959,180,179
6979,2262,1422,179,180
6979,2628,1123,180,180
2443,2617,1359,180,180
2443,1667,770,180,179
2443,1829,1670,180,180
2443,3054,1332,180,180
2443,2825,1206,181,181
2443,2573,1745,180,180
2443,1667,1375,180,180
2443,1666,916,179,179
2443,2436,1874,180,180
2443,2420,244,180,180
6108,2084,1407,179,179
6108,3180,1039,180,179
6108,3026,705,180,181
6108,3129,930,180,180
6108,2178,327,179,179
6108,3055,814,179,180
6108,2941,333,180,180
6108,2261,1423,180,179
5382,2968,1425,179,179
5382,2856,1619,179,180
5382,1669,771,179,179
5382,1829,1670,180,180
5382,3052,1332,179,180
5382,2553,1772,181,180
5382,1668,1376,180,180
5382,1664,913,180,180
5382,2436,1874,180,179
5382,2306,233,179,180
4752,2854,1650,179,180
4752,1829,1670,179,180
4752,3052,1420,180,180
4752,1853,342,179,180
4752,2742,1206,180,180
4752,1637,1399,180,180
4752,1559,871,180,180
4752,2618,1855,180,180
4752,2344,377,179,179
4295,3014,1569,180,179
4295,2908,1672,180,180
4295,1829,1670,180,180
4295,1986,943,180,179
4295,2765,1729,180,181
4295,1426,1194,180,180
4295,1510,1433,180,180
4295,2673,1826,181,181
4295,2759,1425,180,180
874,1437,485,181,181
874,670,267,179,179
874,559,340,179,179
874,3074,1292,179,180
874,2413,700,180,181
874,1805,650,180,179
874,2836,657,180,180
874,1110,271,179,180
874,2832,356,180,180
874,558,212,181,182
874,408,840,177,179
874,1685,1105,180,180
874,2194,776,180,180
874,2262,765,179,180
874,479,820,179,179
6563,2077,1379,180,180
6563,3113,1102,180,179
6563,3137,935,179,180
6563,3068,943,179,180
6563,2942,330,180,180
6563,1606,823,180,179
6563,2942,1025,180,180
6563,2261,1422,180,180
6563,2600,1129,180,180
4372,1549,534,180,180
4372,3014,1573,180,179
4372,2682,1826,180,181
4372,1961,1875,180,179
4372,2881,1637,179,180
4372,1828,1670,180,180
4372,2691,1647,180,180
4372,1532,1397,180,180
4372,2075,1863,181,180
4372,2504,1650,180,181
7413,1772,410,180,180
7413,2001,1336,180,179
7413,3187,1049,179,179
7413,3136,930,180,180
7413,3108,977,180,180
7413,2941,602,180,179
7413,2000,189,179,180
7413,2264,1432,179,179
7413,2726,1231,180,180
7413,2624,243,180,180
6313,2071,1400,180,181
6313,3098,817,180,180
6313,3179,1030,180,180
6313,3134,935,180,180
6313,2941,332,180,180
6313,2968,1018,180,179
6313,2262,1423,179,179
2021,1627,1129,179,180
2021,1693,1395,180,180
2021,2668,1807,180,180
2021,1491,898,179,180
2021,1830,1671,180,179
2021,3035,1350,179,180
2021,1657,1570,180,180
2021,1568,1239,179,179
2021,1393,1114,179,179
2021,2051,975,179,179
4705,2846,1701,180,180
4705,1829,1670,179,180
4705,3054,1425,180,179
4705,1827,244,180,180
4705,3013,1222,179,180
4705,1637,1399,180,180
4705,1506,941,179,179
4705,2298,1139,181,181
4705,2619,1856,179,180
6277,2099,1404,180,179
6277,3112,818,180,180
6277,3101,1078,179,179
6277,3135,935,179,180
6277,1922,562,180,180
6277,2968,997,180,180
6277,2941,332,180,179
6277,2262,1423,179,179
7480,2541,168,181,180
7480,1736,404,180,180
7480,3185,1073,180,179
7480,2930,603,180,179
7480,3139,930,179,179
7480,3092,911,179,180
7480,2669,155,180,179
7480,2264,1432,180,179
7480,2724,1230,181,180
5067,1924,780,179,180
5067,2668,1807,180,180
5067,1830,1671,180,180
5067,1694,1116,180,180
5067,3034,1350,180,180
5067,1656,1517,181,181
5067,1571,1188,180,180
5067,1878,1002,180,180
5067,1479,1297,179,180
6572,2077,1380,180,180
6572,3117,1095,180,180
6572,3134,933,180,180
6572,3075,958,179,180
6572,2942,330,180,180
6572,1606,823,179,180
6572,2942,1025,180,180
6572,2261,1422,180,180
6572,2599,1129,180,180
2276,2217,1651,180,181
2276,2690,1737,179,180
2276,1829,1670,179,180
2276,3052,1332,179,179
2276,1929,384,180,180
2276,1676,919,180,180
2276,2683,1605,180,180
2276,1596,1370,179,180
2276,2434,1878,179,180
7457,1736,404,180,180
7457,2002,1334,179,180
7457,3180,1059,179,179
7457,3138,931,180,179
7457,3105,927,180,180
7457,2930,603,180,179
7457,2523,310,180,180
7457,2264,1432,179,179
7457,2725,1231,180,179
7457,2555,186,181,180
2172,2669,1807,180,180
2172,1537,1086,179,180
2172,1829,1671,180,180
2172,3050,1332,180,180
2172,2618,401,180,180
2172,2165,1494,180,179
2172,1534,1356,179,180
2172,2827,1407,180,180
4384,1585,503,179,180
4384,1964,1743,178,179
4384,3009,1571,180,180
4384,2682,1826,180,180
4384,2862,1628,180,180
4384,1828,1671,180,180
4384,2697,1651,182,181
4384,1548,1383,180,180
4384,2069,1855,180,180
7182,2069,1328,180,181
7182,1731,1708,180,179
7182,3124,1049,180,180
7182,2972,654,180,179
7182,3134,930,180,180
7182,3077,956,180,180
7182,2264,1431,179,179
7182,2695,1213,180,179
7182,2702,301,180,180
6218,2097,1405,180,179
6218,3107,818,180,180
6218,3071,1066,180,180
6218,3135,935,180,180
6218,2078,296,180,180
6218,3004,943,180,180
6218,2941,332,180,180
6218,2261,1423,180,179
2473,2005,803,180,180
2473,2536,1474,179,179
2473,1829,1670,180,180
2473,3054,1332,180,180
2473,1676,1363,180,180
2473,1664,938,180,180
2473,2769,1451,181,181
2473,2089,1106,179,181
2473,2437,1874,180,180
2473,2383,134,180,180
4198,2795,1780,180,180
4198,1828,1670,180,179
4198,2955,1546,180,180
4198,3057,1422,179,180
4198,2268,111,180,180
4198,2685,444,180,180
4198,1460,1085,179,180
4198,2926,1476,179,179
4198,2101,1021,180,180
4198,2194,1809,179,180
523,1599,388,179,180
523,1136,4,180,175
523,751,199,180,179
523,3954,1443,142,181
523,3381,174,179,180
523,1185,111,180,179
523,1425,389,180,180
523,2176,812,180,179
523,1742,728,180,180
523,1018,264,179,179
523,2418,817,180,180
523,589,607,181,179
523,2272,771,179,179
523,588,355,179,179
4303,3015,1568,180,179
4303,2890,1679,180,180
4303,1829,1671,179,179
4303,1593,1554,180,180
4303,1985,939,179,179
4303,2696,1670,179,179
4303,1432,1182,181,181
4303,2679,1827,181,180
4303,2741,1452,180,180
2280,2678,1756,179,179
2280,1829,1670,180,180
2280,3052,1332,179,179
2280,1944,375,180,179
2280,1675,919,180,180
2280,2709,1614,180,180
2280,1596,1370,179,180
2280,2434,1878,180,180
6632,1706,437,181,180
6632,2077,1379,180,180
6632,3134,933,180,180
6632,3024,1116,181,180
6632,3127,991,180,180
6632,2932,1068,180,179
6632,2942,330,180,179
6632,2262,1422,179,180
6632,2599,1129,181,181
6989,2135,304,180,180
6989,3196,1034,179,180
6989,3130,934,180,180
6989,2071,387,179,179
6989,2998,874,180,180
6989,2792,373,180,180
6989,2937,948,180,180
6989,2262,1422,179,180
6989,2627,1123,180,180
6505,2077,1379,180,180
6505,3105,1101,180,180
6505,3136,935,180,180
6505,3039,933,181,180
6505,2941,331,180,180
6505,1639,790,180,180
6505,2942,1018,181,180
6505,2262,1422,179,180
5054,2668,1807,180,180
5054,1694,853,180,180
5054,1830,1671,180,179
5054,3034,1350,180,180
5054,1655,1523,180,180
5054,1610,1158,179,179
5054,1789,1166,179,180
5054,1467,1288,180,180
5054,1917,859,180,180
4910,2667,1807,180,180
4910,1715,897,180,180
4910,1956,1769,178,180
4910,3002,1351,180,180
4910,1828,1671,179,180
4910,1762,1477,179,180
4910,1580,1160,180,180
4910,2243,1833,182,181
4910,1974,1362,179,179
6115,2084,1406,179,180
6115,3186,1038,180,179
6115,3128,929,180,180
6115,2178,327,180,180
6115,3057,810,180,179
6115,2941,333,180,180
6115,2261,1423,180,179
589,1615,309,179,180
589,1925,855,179,179
589,598,283,179,178
589,3104,1355,180,180
589,3923,1310,170,182
589,2254,768,180,180
589,2957,1244,180,179
589,1467,854,180,179
589,740,320,179,179
589,509,246,180,180
589,549,629,180,180
589,1520,208,179,180
589,2174,797,179,180
589,559,491,180,180
4987,2668,1807,179,180
4987,1719,906,180,180
4987,1782,1743,180,180
4987,1788,1366,179,179
4987,3034,1350,180,180
4987,1583,1135,179,179
4987,1830,1670,179,180
4987,1868,218,180,180
4987,2049,1571,179,179
4987,1874,1113,180,180
6509,2077,1379,180,180
6509,3104,1101,180,180
6509,3136,935,179,180
6509,3042,937,180,181
6509,2941,331,180,180
6509,1640,791,179,180
6509,2943,1018,181,180
6509,2262,1422,179,180
2380,2968,1428,180,179
2380,2855,1619,179,180
2380,1669,771,179,180
2380,1829,1670,180,180
2380,3051,1332,180,179
2380,2553,1772,181,180
2380,1668,1376,180,180
2380,1665,913,179,180
2380,2436,1874,180,179
2380,2254,222,179,180
7169,2051,1322,179,180
7169,3138,1053,180,180
7169,2973,653,180,179
7169,3132,931,180,180
7169,3070,974,179,180
7169,2261,1423,180,180
7169,2505,1872,180,180
7169,2695,1214,180,179
7169,2702,301,180,179
